id_arista,origen,destino,rol_origen,rol_destino,comunidad_origen,comunidad_destino,tipo_relacion,peso,monto,fecha,riesgo,comentario
E001,MIN_PALPATINE,FUN_KRENNIC,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,2,0,2026-03-12,1,Favor político solicitado con urgencia.
E002,MIN_PALPATINE,FUN_HOFF,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,3,0,2026-01-25,1,Mensaje encriptado detectado por auditoría.
E003,MIN_PALPATINE,FUN_OURO,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,4,0,2026-03-27,1,Favor político solicitado con urgencia.
E004,ASE_TARKIN,FUN_JERJERROD,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,4,0,2026-01-06,1,Mensaje encriptado detectado por auditoría.
E005,ASE_TARKIN,FUN_GRIEVOUS,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,3,0,2026-02-09,1,Encubrimiento de faltas administrativas.
E006,ASE_THRAWN,FUN_KRENNIC,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,2,0,2026-02-01,1,Reunión informal en cafetería céntrica.
E007,ASE_THRAWN,FUN_HOFF,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,1,0,2026-03-31,1,Coordinación de bases de licitación.
E008,ASE_THRAWN,FUN_JERJERROD,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,3,0,2026-02-14,1,Mensaje encriptado detectado por auditoría.
E009,POL_VALORUM,FUN_KRENNIC,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,3,0,2026-01-13,1,Adjudicación directa sin concurso público.
E010,POL_VALORUM,FUN_HOFF,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,3,0,2026-03-31,1,Mensaje encriptado detectado por auditoría.
E011,POL_VALORUM,FUN_JERJERROD,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,5,0,2026-01-22,1,Adjudicación directa sin concurso público.
E012,POL_PADME,FUN_JERJERROD,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,2,0,2026-02-10,1,Favor político solicitado con urgencia.
E013,POL_PADME,FUN_GRIEVOUS,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,4,0,2026-03-14,1,Reunión informal en cafetería céntrica.
E014,POL_PADME,FUN_OURO,POLITICO,FUNCIONARIO,GABINETE,COMPRAS,PRESION,2,0,2026-01-18,1,Llamada telefónica fuera de horario laboral.
E015,ASE_PESTAGE,FUN_KRENNIC,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,5,0,2026-01-05,1,Adjudicación directa sin concurso público.
E016,ASE_PESTAGE,FUN_JERJERROD,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,4,0,2026-03-06,1,Modificación de contrato a última hora.
E017,ASE_PESTAGE,FUN_GRIEVOUS,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,4,0,2026-03-21,1,Llamada telefónica fuera de horario laboral.
E018,ASE_DOOKU,FUN_KRENNIC,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,5,0,2026-01-18,1,Adjudicación directa sin concurso público.
E019,ASE_DOOKU,FUN_HOFF,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,5,0,2026-01-15,1,Presión indebida para acelerar firma.
E020,ASE_DOOKU,FUN_GRIEVOUS,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,3,0,2026-03-14,1,Llamada telefónica fuera de horario laboral.
E021,ASE_DOOKU,FUN_OURO,ASESOR,FUNCIONARIO,GABINETE,COMPRAS,PRESION,2,0,2026-01-06,1,Reunión informal en cafetería céntrica.
E022,FUN_KRENNIC,FUN_PIETT,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,4,0,2026-03-28,0,Transferencia de fondos a cuenta externa.
E023,FUN_KRENNIC,FUN_YULAREN,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,1,0,2026-01-09,0,Modificación de contrato a última hora.
E024,FUN_HOFF,FUN_NEEDA,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,2,0,2026-01-29,0,Presión indebida para acelerar firma.
E025,FUN_JERJERROD,FUN_PIETT,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,3,0,2026-02-16,1,Mensaje encriptado detectado por auditoría.
E026,FUN_JERJERROD,FUN_YULAREN,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,1,0,2026-03-25,1,Coordinación de bases de licitación.
E027,FUN_JERJERROD,FUN_NEEDA,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,3,0,2026-01-20,0,Modificación de contrato a última hora.
E028,FUN_GRIEVOUS,FUN_PIETT,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,4,0,2026-01-22,1,Modificación de contrato a última hora.
E029,FUN_GRIEVOUS,FUN_YULAREN,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,4,0,2026-03-13,1,Llamada telefónica fuera de horario laboral.
E030,FUN_GRIEVOUS,FUN_NEEDA,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,5,0,2026-02-22,1,Reunión informal en cafetería céntrica.
E031,FUN_OURO,FUN_PIETT,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,5,0,2026-01-13,0,Modificación de contrato a última hora.
E032,FUN_OURO,FUN_YULAREN,FUNCIONARIO,FUNCIONARIO,COMPRAS,FISCALIZACION,ENCUBRIMIENTO,2,0,2026-03-21,0,Mensaje encriptado detectado por auditoría.
E033,MIN_PALPATINE,INT_BOBA_FETT,POLITICO,INTERMEDIARIO,GABINETE,INTERMEDIARIOS,LLAMADA,4,0,2026-03-28,1,Llamada telefónica fuera de horario laboral.
E034,ASE_TARKIN,INT_BOBA_FETT,ASESOR,INTERMEDIARIO,GABINETE,INTERMEDIARIOS,REUNION,3,0,2026-02-26,0,Favor político solicitado con urgencia.
E035,INT_BOBA_FETT,FUN_KRENNIC,INTERMEDIARIO,FUNCIONARIO,INTERMEDIARIOS,COMPRAS,FAVOR,5,0,2026-02-08,1,Encubrimiento de faltas administrativas.
E036,INT_BOBA_FETT,FUN_PIETT,INTERMEDIARIO,FUNCIONARIO,INTERMEDIARIOS,FISCALIZACION,MENSAJE,2,0,2026-01-28,0,Llamada telefónica fuera de horario laboral.
E037,EMP_VADER,INT_BOBA_FETT,EMPRESARIO,INTERMEDIARIO,PROVEEDORES,INTERMEDIARIOS,TRANSFERENCIA,5,55,2026-03-08,1,Mensaje encriptado detectado por auditoría.
E038,EMP_XIZOR,INT_BOBA_FETT,EMPRESARIO,INTERMEDIARIO,PROVEEDORES,INTERMEDIARIOS,TRANSFERENCIA,4,34,2026-02-01,1,Coordinación de bases de licitación.
E039,INT_BOBA_FETT,CON_JABBA,INTERMEDIARIO,CONTACTO,INTERMEDIARIOS,PROVEEDORES,REUNION,4,0,2026-02-25,1,Adjudicación directa sin concurso público.
E040,FUN_KRENNIC,EMP_VADER,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,5,97,2026-01-17,1,Adjudicación directa sin concurso público.
E041,EMP_VADER,FUN_KRENNIC,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,2,23,2026-01-25,1,Modificación de contrato a última hora.
E042,FUN_KRENNIC,EMP_XIZOR,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,1,84,2026-03-31,1,Mensaje encriptado detectado por auditoría.
E043,EMP_XIZOR,FUN_KRENNIC,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,1,65,2026-02-06,1,Llamada telefónica fuera de horario laboral.
E044,FUN_JERJERROD,EMP_XIZOR,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,1,50,2026-01-11,1,Encubrimiento de faltas administrativas.
E045,EMP_XIZOR,FUN_JERJERROD,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,1,89,2026-03-11,1,Llamada telefónica fuera de horario laboral.
E046,FUN_OURO,EMP_XIZOR,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,3,53,2026-02-13,1,Llamada telefónica fuera de horario laboral.
E047,EMP_XIZOR,FUN_OURO,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,2,72,2026-01-26,1,Favor político solicitado con urgencia.
E048,FUN_KRENNIC,EMP_GUNRAY,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,3,67,2026-01-10,1,Reunión informal en cafetería céntrica.
E049,EMP_GUNRAY,FUN_KRENNIC,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,1,81,2026-02-17,1,Presión indebida para acelerar firma.
E050,FUN_JERJERROD,EMP_GUNRAY,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,2,87,2026-02-19,1,Reunión informal en cafetería céntrica.
E051,EMP_GUNRAY,FUN_JERJERROD,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,3,16,2026-02-10,1,Reunión informal en cafetería céntrica.
E052,FUN_OURO,EMP_GUNRAY,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,3,83,2026-03-02,1,Mensaje encriptado detectado por auditoría.
E053,EMP_GUNRAY,FUN_OURO,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,1,90,2026-01-25,1,Adjudicación directa sin concurso público.
E054,FUN_KRENNIC,EMP_RENN,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,4,62,2026-01-09,1,Mensaje encriptado detectado por auditoría.
E055,EMP_RENN,FUN_KRENNIC,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,2,72,2026-02-08,1,Adjudicación directa sin concurso público.
E056,FUN_JERJERROD,EMP_RENN,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,1,20,2026-01-04,1,Presión indebida para acelerar firma.
E057,EMP_RENN,FUN_JERJERROD,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,2,82,2026-02-17,1,Mensaje encriptado detectado por auditoría.
E058,FUN_GRIEVOUS,EMP_RENN,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,ADJUDICACION,4,53,2026-03-20,1,Encubrimiento de faltas administrativas.
E059,EMP_RENN,FUN_GRIEVOUS,EMPRESARIO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,1,87,2026-03-21,1,Transferencia de fondos a cuenta externa.
E060,FUN_KRENNIC,CON_JABBA,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,1,50,2026-01-15,1,Favor político solicitado con urgencia.
E061,CON_JABBA,FUN_KRENNIC,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,3,42,2026-01-30,1,Llamada telefónica fuera de horario laboral.
E062,FUN_HOFF,CON_JABBA,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,3,98,2026-01-04,1,Favor político solicitado con urgencia.
E063,CON_JABBA,FUN_HOFF,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,2,21,2026-03-09,1,Coordinación de bases de licitación.
E064,FUN_OURO,CON_JABBA,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,5,35,2026-02-06,1,Presión indebida para acelerar firma.
E065,CON_JABBA,FUN_OURO,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,2,71,2026-03-30,1,Llamada telefónica fuera de horario laboral.
E066,FUN_KRENNIC,CON_LANDO,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,2,47,2026-01-29,1,Transferencia de fondos a cuenta externa.
E067,CON_LANDO,FUN_KRENNIC,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,1,91,2026-01-21,1,Coordinación de bases de licitación.
E068,FUN_JERJERROD,CON_LANDO,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,1,62,2026-02-09,1,Transferencia de fondos a cuenta externa.
E069,CON_LANDO,FUN_JERJERROD,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,5,68,2026-03-21,1,Presión indebida para acelerar firma.
E070,FUN_HOFF,CON_MAUL,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,4,37,2026-01-13,1,Favor político solicitado con urgencia.
E071,CON_MAUL,FUN_HOFF,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,3,96,2026-03-15,1,Mensaje encriptado detectado por auditoría.
E072,FUN_JERJERROD,CON_MAUL,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,3,36,2026-03-13,1,Mensaje encriptado detectado por auditoría.
E073,CON_MAUL,FUN_JERJERROD,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,1,46,2026-03-27,1,Favor político solicitado con urgencia.
E074,FUN_GRIEVOUS,CON_MAUL,FUNCIONARIO,CONTACTO,COMPRAS,PROVEEDORES,ADJUDICACION,2,64,2026-03-21,1,Presión indebida para acelerar firma.
E075,CON_MAUL,FUN_GRIEVOUS,CONTACTO,FUNCIONARIO,PROVEEDORES,COMPRAS,TRANSFERENCIA,2,24,2026-01-02,1,Mensaje encriptado detectado por auditoría.
E076,ASE_PESTAGE,MIN_PALPATINE,ASESOR,POLITICO,GABINETE,GABINETE,PRESION,1,0,2026-02-08,1,Reunión informal en cafetería céntrica.
E077,FUN_OURO,POL_VALORUM,FUNCIONARIO,POLITICO,COMPRAS,GABINETE,ENCUBRIMIENTO,2,0,2026-03-07,0,Mensaje encriptado detectado por auditoría.
E078,CON_JABBA,INT_BOBA_FETT,CONTACTO,INTERMEDIARIO,PROVEEDORES,INTERMEDIARIOS,LLAMADA,5,0,2026-03-03,0,Coordinación de bases de licitación.
E079,INT_ZAM_WESELL,EMP_RENN,INTERMEDIARIO,EMPRESARIO,INTERMEDIARIOS,PROVEEDORES,ADJUDICACION,4,76,2026-02-28,1,Modificación de contrato a última hora.
E080,FUN_JERJERROD,FUN_KRENNIC,FUNCIONARIO,FUNCIONARIO,COMPRAS,COMPRAS,PRESION,4,0,2026-02-17,0,Transferencia de fondos a cuenta externa.
E081,ASE_PESTAGE,CON_LANDO,ASESOR,CONTACTO,GABINETE,PROVEEDORES,REUNION,3,0,2026-02-07,0,Llamada telefónica fuera de horario laboral.
E082,FUN_JERJERROD,EMP_VADER,FUNCIONARIO,EMPRESARIO,COMPRAS,PROVEEDORES,PRESION,1,0,2026-03-05,1,Coordinación de bases de licitación.
E083,CON_MAUL,INT_GREEDO,CONTACTO,INTERMEDIARIO,PROVEEDORES,INTERMEDIARIOS,PRESION,5,0,2026-03-22,0,Mensaje encriptado detectado por auditoría.
E084,INT_CAD_BANE,CON_MAUL,INTERMEDIARIO,CONTACTO,INTERMEDIARIOS,PROVEEDORES,ENCUBRIMIENTO,3,0,2026-01-29,1,Presión indebida para acelerar firma.
E085,ASE_PESTAGE,ASE_DOOKU,ASESOR,ASESOR,GABINETE,GABINETE,LLAMADA,1,0,2026-01-26,0,Coordinación de bases de licitación.
